,Hotel,Point,Country,member,Room type,Date,Review Title,Review Contents
122,하버 호텔 제주 (Harbor Hotel Jeju),8.4,KIM (대한민국),나홀로 여행객,당일 랜덤 배정(조식 불포함 / 체크인시 배정은 특정 객실과 베드타입을 보장하지 않습니다),2022년 9월 | 1박,부두에서 가까운 깨끗한 호텔,['부두에서 가깝고 가성비 좋은 혼자여행하는 여성분들도 이용하기 좋은 숙소이고 아고다예약시 가성비 매우 좋습니다']
123,하버 호텔 제주 (Harbor Hotel Jeju),10.0,WOOJUNG (대한민국),나홀로 여행객,디럭스 더블 (오션뷰),2022년 9월 | 1박,최고,['금연을 철저히 단속하시는데 그래서 그런지 청결면에서 최고에요. 숙소에 가면 특유의 그 냄새도 없고 관리를 너무 잘 하시는것 같아요. 다음제주여행때도 마지막날은 공항근처 이곳에서 무조건입니다.너무 잘 지내고 가요~']
124,하버 호텔 제주 (Harbor Hotel Jeju),6.4,EUNBI (대한민국),커플/2인 여행객,당일 랜덤 배정(조식 불포함 / 체크인시 배정은 특정 객실과 베드타입을 보장하지 않습니다),2022년 9월 | 1박,딱 가격만큼,['친절하시고 룸컨디션도 가격만큼 좋지만 주변에 너무 없어서 저녁을 즐기기는 아쉬운 곳']
125,하버 호텔 제주 (Harbor Hotel Jeju),10.0,jung (대한민국),청소년 동반 가족 여행객,디럭스 트윈,2022년 9월 | 1박,잘쉬다갑니다,['다음날 7시20분 배편이라서 항구와 가까운 숙소로 정했는데 아주 굿초이스였습니다']
126,하버 호텔 제주 (Harbor Hotel Jeju),10.0,mi (대한민국),청소년 동반 가족 여행객,스탠다드 트윈,2022년 9월 | 6박,재방문,['작년에도 9월에 방문했는데 숙소도 청결하고 위치도 좋아서 올해도 또 방문하였는데 역시나 탁월한 선택이였습니다. 내년에도 뵙기를 바래봅니다.']
127,하버 호텔 제주 (Harbor Hotel Jeju),6.0,sangki (대한민국),유아/아동 동반 가족 여행객,디럭스 트윈 (부분 씨뷰),2021년 5월 | 1박,"제주항에서 배를 타야 한다면 위치상으로는 좋아요. 근데 주차장이 너무 협소해서 주변 빈 공간 찾아서 주차해야 하구요. 현관벨 고장. 수건도 제대로 없고, 청소불량.재방문의사 무 ",[]
128,하버 호텔 제주 (Harbor Hotel Jeju),10.0,Lee (대한민국),나홀로 여행객,스탠다드 트윈,2018년 12월 | 1박,진짜 깨끗함!,['믿고 가보셈!']
129,하버 호텔 제주 (Harbor Hotel Jeju),10.0,Seoyoung (대한민국),나홀로 여행객,스탠다드 트윈,2018년 10월 | 2박,요가수련,['요가원과 근점. 바다가 보임. 사라봉이 가까움. 조용하고 직원이 친절함. 조식 샐러드가 훌륭함']
130,하버 호텔 제주 (Harbor Hotel Jeju),8.4,James (대한민국),출장 여행객,스탠다드 트윈,2018년 10월 | 2박,렌트를 이용하시면 편리합니다.,"['위치가 제법 구시가지 끝쪽이라 조용한 장점이 있지만, 주변에 전통시장과 가깝습니다. 다만 시가지 지역과 좀 멀수도 있습니다.']"
131,하버 호텔 제주 (Harbor Hotel Jeju),7.2,EUNJIN (대한민국),커플/2인 여행객,디럭스 더블 (오션뷰),2018년 10월 | 1박,가격대비 굿,['가격대비 괜찮았어요~^^']
132,하버 호텔 제주 (Harbor Hotel Jeju),9.2,min (대한민국),청소년 동반 가족 여행객,디럭스 트윈,2018년 9월 | 1박,깨끗해서 좋았습니다.,['위치도 괜찮고 가격도 매우 저렴해서 좋았습니다. 그리고 직원들도 친절해서 재방문 의사 있습니다.']
133,하버 호텔 제주 (Harbor Hotel Jeju),10.0,kimyung (대한민국),나홀로 여행객,스탠다드 트윈,2018년 7월 | 3박,가성비가 좋은 호텔입니다,['숙소도 깨끗하고 제주항에서 가까워요 아침에 조식도 나오고요 가성비가 좋은 호텔입니다']
134,하버 호텔 제주 (Harbor Hotel Jeju),8.8,Jungkyung (대한민국),커플/2인 여행객,스탠다드 트윈,2018년 6월 | 1박,괜찮았어요,['밤에 도착했는데도 친절하게 맞아주셨어요.']
135,하버 호텔 제주 (Harbor Hotel Jeju),5.2,Sung (대한민국),유아/아동 동반 가족 여행객,디럭스 트윈,2018년 6월 | 1박,만족합니다..다만...,['위치도 좋고 위생도 좋았습니다. 다만...조식당이 너무 좁아 조금 불편했습니다.']
136,하버 호텔 제주 (Harbor Hotel Jeju),8.8,Juah (대한민국),유아/아동 동반 가족 여행객,스탠다드 트윈,2018년 5월 | 1박,생각보다 괜찮았어요~,['머리카락이 잘 청소되지 않은것말고는 친절하고 조식도 나름 갠찬코 만족했습니다']
137,하버 호텔 제주 (Harbor Hotel Jeju),6.8,So-mi (대한민국),나홀로 여행객,스탠다드 트윈,2017년 11월 | 1박,주변에 부대시설이 없는 것이 흠이지만 조용하고 깔끔한 숙소,"['친구와 함께 묵은 첫번째 숙소였는데 가격대비 실내가 굉장히 깔끔하고 좋았습니다. 위치나 부대시설이 없는것이 흠이지만, 조용하고 깔끔한 곳을 원한다면 추천합니다.']"
138,하버 호텔 제주 (Harbor Hotel Jeju),8.4,Ahn (대한민국),나홀로 여행객,스탠다드 트윈,2018년 1월 | 2박,깨끗합니다,['가격대비 괜찮다는 평이 많아 묵었는데 깔끔하고 혼자 지내긴 딱 좋습니다. 조식도 맛있고 직원들도 친절하나 위치가 좀 외진곳이라 이동할때 택시가 편해요.']
139,하버 호텔 제주 (Harbor Hotel Jeju),7.2,Hwang (대한민국),커플/2인 여행객,스탠다드 트윈,2017년 12월 | 1박,작은호텔이지만 알찹니다,['모텔을 개조한듯한 분위기 이지만 친절하고 깨끗합니다. 가성비 좋다고 생각합니다. 조식은 그냥 저냥입니다.']
140,더 스테이 센츄리 호텔 (The Stay Century Hotel),6.0,TaeYeop (대한민국),커플/2인 여행객,Double Room(2인이상시 문의),2022년 10월 | 1박,보통,['이름만 호텔인 모텔입니다.']
141,더 스테이 센츄리 호텔 (The Stay Century Hotel),10.0,HANUL (대한민국),커플/2인 여행객,Double Room(2인이상시 문의),2022년 12월 | 1박,가격 대비 만족,['룸 상태 깨끗하고 좋았어요~ 아쉬웠던 건 중앙난방 시스템이라 따로 온도 조절을 못해서 조금 추웠어요ㅜㅜ']
142,더 스테이 센츄리 호텔 (The Stay Century Hotel),5.6,HaNeul (대한민국),커플/2인 여행객,Double Room(2인이상시 문의),2022년 12월 | 1박,보통,['주차공간협소 방음안됨']
143,더 스테이 센츄리 호텔 (The Stay Century Hotel),3.2,윤지 (대한민국),커플/2인 여행객,Double Room(2인이상시 문의),2022년 11월 | 1박,담배남새,"['담배냄새가 안났으면 좋겠었는데 담배 찌든내가 났음 위생상태가 썩 좋아보이진 않았고 밖에 사람 떠드는 소리도 잘들림 주차장 협소, 호텔에서 한 15분 정도 걷다 보면 시내나옴 결론은 호텔이라 칭하지만 모텔 수준']"
144,더 스테이 센츄리 호텔 (The Stay Century Hotel),2.0,heejeong (대한민국),나홀로 여행객,Double Room(2인이상시 문의),2022년 9월 | 1박,호텔아님,['거의 여인숙보다 조금 나은정도']
145,더 스테이 센츄리 호텔 (The Stay Century Hotel),9.2,lee (대한민국),나홀로 여행객,Double Room(2인이상시 문의),2022년 10월 | 2박,친절 좋은 위치,['가격도 좋고 시청부근이라 주위에 가까운 맛집 많음. 교통편리 숙소 깨끗. 제주갈때 자주이용하는 곳임.']
146,더 스테이 센츄리 호텔 (The Stay Century Hotel),8.8,lee (대한민국),나홀로 여행객,Double Room(2인이상시 문의),2022년 9월 | 1박,가성비 좋고 친절,['위치도 좋고 가성비도 좋고 친절하셔서 편하게 묵었습니다.']
147,더 스테이 센츄리 호텔 (The Stay Century Hotel),3.6,DONGSIK (대한민국),커플/2인 여행객,Double Room(2인이상시 문의),2022년 6월 | 1박,모텔보다 못함,['호텔보단 모텔수준이지만 지저분한 모텔 화장실 냄새나고 더러움 잠만 잘거라서 기대안하고 예약하긴 했지만 화장실냄새가 좀 심해서 입실하자마자 후회함']
148,더 스테이 센츄리 호텔 (The Stay Century Hotel),6.8,Seung (대한민국),커플/2인 여행객,Double Room(2인이상시 문의),2022년 5월 | 2박,호텔 보다는 모텔 느낌,['호텔보다는 모텔느낌입니다. 조금 걸어 가시면 제주시청이라서 젊은분들이 즐기기 매우 좋습니다.']
149,더 스테이 센츄리 호텔 (The Stay Century Hotel),10.0,YOON (대한민국),커플/2인 여행객,Double Room(2인이상시 문의),2022년 4월 | 1박,좋네요,['잘쉬다 갑니다. 친절하게 대해주셔서 감사합니다.']
150,더 스테이 센츄리 호텔 (The Stay Century Hotel),9.6,Hyunjung (대한민국),출장 여행객,Double Room(2인이상시 문의),2022년 4월 | 2박,가성비 좋은 쾌적한 호텔,['가장 높은 8층에 투숙했는데 깔끔하고 쾌적했습니다. 제주시청 근처라서 교통도 편리했습니다.']
151,더 스테이 센츄리 호텔 (The Stay Century Hotel),10.0 최고,Jeong (대한민국),나홀로 여행객,객실정보없음,2021년 3월 | 1박,깨끗합니다,['조용히 있기 딱 좋아요~']
152,더 스테이 센츄리 호텔 (The Stay Century Hotel),8.0,Eom (대한민국),나홀로 여행객,Double Room(2인이상시 문의),2021년 12월 | 2박,딱 깔끔합니다.,['깔끔합니다. 혼자서 묵기에 나쁘지 않았습니다. 다만 숙소 위치가 유흥가 주변입니다.']
153,더 스테이 센츄리 호텔 (The Stay Century Hotel),6.8,Siew (싱가포르),커플/2인 여행객,한실(2인이상시 문의),2022년 10월 | 1박,양호,"['our toilet has the sewer smell, i cannot take it.']"
154,더 스테이 센츄리 호텔 (The Stay Century Hotel),3.2,hunam (대한민국),나홀로 여행객,객실정보없음,2020년 10월 | 1박,별루,['친절도 름 컨디션도 너무 아니고 공항가기 택시도 어려워요']
155,더 스테이 센츄리 호텔 (The Stay Century Hotel),8.0 우수,NARAE (대한민국),나홀로 여행객,객실정보없음,2020년 8월 | 1박,가격대비 괜춘,['가격대비 괜춘!! 저녁엔 화장실에서 악취(?) 가 나더니 아침엔 괜찮아짐(?) 씻고! 자고! 딱 1 박하기에 괜찮았음!!']
156,더 스테이 센츄리 호텔 (The Stay Century Hotel),5.2,yiseul (대한민국),커플/2인 여행객,객실정보없음,2020년 8월 | 1박,이 가격에 이 정도면 뭐..,['딱 잠만 자고 나오기 좋아요. 모텔과 유스호스텔의 중간느낌... 공항까지 택시비 6~7천원 나옵니다.']
157,더 스테이 센츄리 호텔 (The Stay Century Hotel),6.0,yeonhee (대한민국),나홀로 여행객,객실정보없음,2020년 1월 | 1박,나쁘지않아요,['난방을올리면 정말한참뒤에 따뜻해져요 화장실 윗벽면에서 쾅쾅소리때문에 몇번을놀랐어요 가격만큼하는숙소인듯합니다 주차공간은넓어서좋아요']
158,더 스테이 센츄리 호텔 (The Stay Century Hotel),3.7,Sungpil (대한민국),청소년 동반 가족 여행객,디럭스 트윈룸,2015년 12월 | 1박,왠만하면 다른 숙소를 알아보시죠,"['그런게 있기나 한건지', '일단 객실 내에서 냄새가 난다. 침대가 넘 출렁거린다. 싸구려 매트리스? 호텔과 모텔의 기준이 뭔지를 궁금하게 만든다.']"
159,더 스테이 센츄리 호텔 (The Stay Century Hotel),10.0,Ramil (필리핀),나홀로 여행객,디럭스 트윈룸,2015년 6월 | 2박,Very Quiet Place.,['Very Quiet Place. Breakfast is good. But u need to be early for breakfast :) Large Room. There is a Grocery Store nearby 5 to 10 min walk. Kinda far away from the city center. U need a taxi to get and a nearby bus stop in the hotel. Restos are beside the hotel. Only korean food they serve. :)']
160,더 스테이 센츄리 호텔 (The Stay Century Hotel),7.0,sun (홍콩),커플/2인 여행객,디럭스 트윈룸,2015년 6월 | 1박,Good Location ,"['Breakfast Available, Car Parking', 'Satisfactory']"
161,더 스테이 센츄리 호텔 (The Stay Century Hotel),8.4,son (대한민국),커플/2인 여행객,스탠다드 트윈,2022년 10월 | 3박,강추(조식),['방크고 깨끗. 연박시 매일 시트교환해줌 여긴 조식(한식)이 중저가 대비 최고임 아침 밥이 필요하면 여기 강추']
162,더 스테이 센츄리 호텔 (The Stay Century Hotel),9.6,Hyeonju (대한민국),나홀로 여행객,스탠다드 트윈,2022년 1월 | 1박,조식이 훌륭해요.,['서귀포 바다가 내려다 보이는 가장 윗층에서 차려주신 아침상을 받았는데 진수성찬이었어요. 객실이 서귀포 다른 호텔보다 조금 넓어요. 오래된 모텔 같은 분위기도 조금 나지만 불편함은 없어요.']
163,더 스테이 센츄리 호텔 (The Stay Century Hotel),2.0,yongbae (대한민국),나홀로 여행객,스탠다드 더블,2022년 5월 | 1박,다시가고 싶지 않음,['너무 오래되고 서비스는 별로 . 배달도 1층가서 받아와야함 주변 식당 없음']
164,더 스테이 센츄리 호텔 (The Stay Century Hotel),10.0,JAIBONG (대한민국),나홀로 여행객,스탠다드 더블,2022년 1월 | 1박,깨끗하고 경치도 좋네요... 서귀포버스터미날과 가까워서 이동에도 편리하고요.,['추천합니다. 다음에 또 이용 예정입니다.']
165,더 스테이 센츄리 호텔 (The Stay Century Hotel),8.4,JI (대한민국),커플/2인 여행객,스탠다드 더블,2021년 9월 | 1박,깔끔한 방과 훌륭한 조식,['조식 후기가 많이 없어서 걱정했는데 가정식이고 반찬들도 전부 다 맛있어요. 그 중에서 찌개가 압권! 시간대 구분해서 먹어서 코로나 시국에 아주 좋아요! 주차장위치가 조금 헷갈렸는데 직접 나와서 알려주시고 감사했습니다. 다음에 서귀포 쪽 가면 또 들리려고요! 나만 알고 싶지만 완전추천해요😀😀']
166,더 스테이 센츄리 호텔 (The Stay Century Hotel),10.0,Kyoung-Soo (대한민국),나홀로 여행객,스탠다드 트윈,2021년 5월 | 1박,넓고 쾌적합니다.,"['가성비 정말 좋고요, 조식 포함해서 갔는데 사모님께서 직접 해주시는 아침식사,,, 정말 깔끔하고 맜있어서 너무 좋아요. 정말 강!추!']"
167,더 스테이 센츄리 호텔 (The Stay Century Hotel),10.0,Hyeongi (태국),출장 여행객,Superior Twin Room,2018년 10월 | 1박,좋아요^^,['좋아요^^']
168,더 스테이 센츄리 호텔 (The Stay Century Hotel),6.8,jungwoo (대한민국),유아/아동 동반 가족 여행객,Superior Twin Room,2017년 4월 | 2박,가격대비 부대시설이 없어요,['위치도 적당하고 가격은 적당하다고 생각되는데 기타 부대시설이 없어요']
169,더 스테이 센츄리 호텔 (The Stay Century Hotel),7.0,Moo (대한민국),출장 여행객,스탠다드 트윈,2015년 11월 | 2박,숙박후기,['신도시 내 자리잡고 있어 차량통행이 원활하여 외곽으로 진출입이 좋음. 대형할인마트 접근이 용이함.']
170,더 스테이 센츄리 호텔 (The Stay Century Hotel),10.0,Darren (싱가포르),나홀로 여행객,스탠다드 더블,2019년 10월 | 5박,Affordable clean hotel near Seogwipo World Cup Stadium,"['I stayed here for 5 nights for the Trans Jeju 2019 ultramarathon,. It is a clean, quiet hotel near the Seogwipo stadium. The owners are very nice and helpful. However, the air-con is probably old and not strong. 18deg on the monitor actually felt like 24deg.']"
171,더 스테이 센츄리 호텔 (The Stay Century Hotel),7.3,jae-hyeong (대한민국),커플/2인 여행객,스탠다드 더블,2014년 12월 | 1박,2014년 마지막날 후기,"['청결, 개별스파, 멋진전망', '입실했을때 욕실에 넓직한 탕이 있어서 깜놀~~전체적으로 참 깨끗하고 정돈잘 되있어서 좋았지만 개인적스로 아쉬운부분이 2가지가 있다! 첫째, 위치적으로 공항근처기 때문에 비행기 소음이 많이 난다. 잘때 비행기 소리때문에 설쳤음,..ㅡㅡ; 둘째, 욕실의 탕이 넓어 기대했건만..뜨거운물이 안나오고 미지근한물이..ㅡㅡ물을 많이 쓰는 시간대에 틀어서 그런듯..타객실에서 물을 쓰지않는시간대를 골라서 써야할듯..수압도 약하다ㅡㅡ;; 이 두가지만 빼면 전체적으로 훌륭한편인것 같다;']"
172,더 스테이 센츄리 호텔 (The Stay Century Hotel),8.8 우수,Shinae (대한민국),커플/2인 여행객,객실정보없음,2020년 12월 | 1박,가성비,['용담해안도로및 근처 맛집도 가까워서 좋았습니다. 리조트라 가벼운 조리를 할수 있고 자쿠지도 생각보다 넓은 사이즈입니다.']
173,더 스테이 센츄리 호텔 (The Stay Century Hotel),6.0,NARAE (대한민국),커플/2인 여행객,스탠다드 더블,2015년 7월 | 2박,그냥저냥,['가격대비 그냥저냥 리조트 입니다. 생각보다 룸 인테리어가 올드해서..별로 였습니다.']
174,더 스테이 센츄리 호텔 (The Stay Century Hotel),10.0,Sangmin (대한민국),나홀로 여행객,블루,2022년 5월 | 1박,추천,['추천합니다']
175,더 스테이 센츄리 호텔 (The Stay Century Hotel),9.6,Huiwon (대한민국),나홀로 여행객,허니문 더블룸,2022년 12월 | 1박,깨끗하고 좋아요🤩,['3번째 방문인데 쾌적하고 너무 좋습니다~ 바다 앞이라 산책하기도 좋아요 ㅎㅎ']
176,더 스테이 센츄리 호텔 (The Stay Century Hotel),10.0,JINSOOK (대한민국),커플/2인 여행객,블루,2022년 11월 | 1박,편하고 깨끗한 숙소 좋아요,['전에 오슬로라는 이름으로 있을 때부터 단골로 이용하던 곳이다. 코로나 이후 없어졌지만 전엔 조식부페도 좋았던 곳이다. 호텔방이 없어서 리조트는 처음 이용했는데 간단한 취사도구가 있으니 가까운 곳에서 장봐서 고기도 굽고 술과함께 회도 먹었다. 그러니 가성비가 짱이었다. 진작에 리조트를 이용할 걸 하는 생각이 들만큼 좋았다.']
177,더 스테이 센츄리 호텔 (The Stay Century Hotel),8.4,AN (대한민국),유아/아동 동반 가족 여행객,오로라,2022년 6월 | 1박,가족여행,['친척분들 모시고 간 여행인데 편하게 잘 묵었습니다.']
178,더 스테이 센츄리 호텔 (The Stay Century Hotel),8.8,seungjin (베트남),커플/2인 여행객,아다지오,2022년 6월 | 1박,사진보다 예뻐요,['재방문의사 있음']
179,더 스테이 센츄리 호텔 (The Stay Century Hotel),8.4,jung (대한민국),커플/2인 여행객,[2인 조식] 블루,2022년 5월 | 1박,가성비최고,"['이가격에 이렇게 넓은 객실을 사용할수 있고 서귀포올레시장과 5분거리, 위치로도 아주 만족스럽습니다']"
180,더 스테이 센츄리 호텔 (The Stay Century Hotel),9.6,Yongju (대한민국),유아/아동 동반 가족 여행객,[2인 조식] 블루,2022년 4월 | 1박,최고,['아주좋음']
181,더 스테이 센츄리 호텔 (The Stay Century Hotel),10.0,Gyeong (대한민국),커플/2인 여행객,스탠다드룸,2022년 2월 | 1박,숙소중 가장 좋았어요,"['제주도에서 묵었던 숙소중에 최고로 좋았어요 일단 용조가 엄청 커요 입욕제 3개는 준비했어야 할겁니다 비행기소리도 크지읺으니 걱정 안하셔도 되고, 제주공항이랑 가까워서 첫째날, 마지막날 모두 추천해요 나중에 부모님 여행하신다고 하면 잡아드리고싶은 숙소입니다!!']"
182,더 스테이 센츄리 호텔 (The Stay Century Hotel),10.0,HYUNHEE (대한민국),커플/2인 여행객,스탠다드룸,2022년 2월 | 1박,괜찮아요,['생각보다 비행기 소리 덜신경쓰이고 공항 가까워서 아침비행기라 예약했는데 가성비 좋아요']
183,더 스테이 센츄리 호텔 (The Stay Century Hotel),7.6,Soyoung (대한민국),커플/2인 여행객,오로라,2022년 1월 | 2박,마지막날 스파하며 묵기 좋아요,['위치는 공항 위라 빙돌아가야해서 왠만한 배달은 배달료 명시된것보다 천원에서 3천원 추가로 현금지급해야함. 뱅기소리도 크게 들리므로 무신경한사람은 상관없음. 조리도구가 미비하지만 있긴해서 뭐 해먹긴 좋은데 후드가 고장']
184,더 스테이 센츄리 호텔 (The Stay Century Hotel),8.8,YUNHEE (대한민국),커플/2인 여행객,블루,2022년 1월 | 1박,자쿠지가 좋고 위치도 좋아요,['자쿠지가 거의 목욕탕 수준으로 넓어요~~4인 가족단위로 즐기기에도 충분할 것 같고요 클래식한 인테리어라 호불호가 있겠지만 깨끗하게 관리 잘 된 룸상태도 좋습니다. 복도에서 보이는 공항과 한라산뷰가 인상적이고 용두암 해안도로 어영소공원이 바로 앞이고 식당도 많아서 숙소에서만 하루를 보내도 볼거리와 먹을 거리가 많은 것이랍니다. 또 가고 싶은 곳이에요^^']
185,더 스테이 센츄리 호텔 (The Stay Century Hotel),7.2 좋음,sekyung (대한민국),커플/2인 여행객,객실정보없음,2021년 11월 | 1박,화장실 위생 불량빼고 다 좋음,['부엌도 깨끗하고 침대도 푹신하고 자쿠지도 넓고 다 좋았는데 변기에 소변자국이 그~~~대로 남아있네요. 심지어 앉는 부분에요. 말하려다가 못 말했는데 위생에 신경써야할듯합니다. 그리고 샤워하면 물이 변기쪽 하수구로 흘러 들어가서 온 바닥이 거품 천지가 됩니다. 저녁~밤 시간대에 자쿠지 이용 손님이 많아서 그런지 찬물만 나와서 기다리다 씻었습니다. 근처에 편의점이 있어 간단히 먹을것도 살 수 있고 바다 산책로가 잘 되어있어 걷기 좋습니다. 비행기 소리가 들리긴 하지만 늦은 시간엔 들리지 않아 불편함은 없었습니다.']
186,더 스테이 센츄리 호텔 (The Stay Century Hotel),6.7,JUNN (싱가포르),커플/2인 여행객,스탠다드 더블,2014년 11월 | 6박,"Warmth, typical Korean feel, 2min walk to coast.","['close to the sea (2mins walk), cosy, reasonable size room, etc.', ""we enjoyed ourselves during our stay. A little quiet due to low season (I think). The room was of reasonable size for a couple. Has a kitchenette which was useful. Nice typical Korean style layout. I didn't like the bedroom though. The bed was too small for a queen n it was against the due to the layout of the room. Very close the the coast. Just 2min walk from hotel. Very cool, lovely & beautiful weather, etc. Evenings can be spent strolling along the coast. Very romantic. Location of the hotel very central to all UNESCO Heritage sites. All sites within 30-40mins from hotel.""]"
187,호텔 컬리넌 제주 (Hotel Cullinan Jeju),10.0,NURI (대한민국),나홀로 여행객,"스탠다드룸 (트윈베드, 금연)",2019년 10월 | 1박,가격대비 좋아요!,"['깔끔한 모텔이에요! 창문이 있지만 위로 짧게열리는 방식이고, 창문이 모두 거울로되어서 바깥확인이 어려워요. 현관문 닫는게 무척 어려워서 물사러 잠깐 나갔다왔는데 힘들더라구요ㅠㅠ 그치만 리셉션도 너무너무 친절하셨고, 숙소도 넓고 깔끔해서 맘에 들었어요! 화장실도 청결하구요~']"
188,호텔 컬리넌 제주 (Hotel Cullinan Jeju),10.0,JI (대한민국),그룹 여행객,스탠다드 패밀리 트윈룸 (금연),2019년 9월 | 1박,가족여행으로 왔어요,"['방이 생각보다 좁았어요 침대 2개 있는 방으로 묵었고, 욕실이나 청소 상태는 다 깨끗했어요~ 욕조도 다른데선 찝찝해서 잘 안쓰는데 괜찮았어요ㅎㅎ 저녁에 늦게 떨어져서 시내에 묵어야 한다면 추천합니다~']"
189,호텔 컬리넌 제주 (Hotel Cullinan Jeju),9.6,sun (대한민국),커플/2인 여행객,디럭스 더블베드 (금연),2020년 11월 | 3박,결혼기념 1주년여행,"['공항이랑 가까워서 선택했고, 비행기소음이 심하지 않다는 리뷰보고 선택했어요 그치만 다른 방에서 테이블 끄는소리? 그런게 조금 있었지만 전반적으로 조용했고 직원들도 친절했습니다. 발렛이 되는게 좋았어요. 전날 출자를 원하는 시간을 말하면 준비해주셨습니다. 청소도 깔끔하고 숙소칸디션 자체가 좋았어요.']"
190,호텔 컬리넌 제주 (Hotel Cullinan Jeju),10.0,Eun (대한민국),그룹 여행객,로얄 스위트 (금연),2019년 11월 | 1박,만족합니다.,['직원분들이 친절하게 안내해주셔서 좋았어요! 그런데 모기가 좀 많았네요ㅜㅜ 가격대비 깔끔하고 침대도 편하고 좋아요~']
191,호텔 컬리넌 제주 (Hotel Cullinan Jeju),10.0,(대한민국),커플/2인 여행객,디럭스 더블베드 (금연),2022년 8월 | 1박,잘 지냈어요 ♡♡♡,['저녁 늦게 도착예정이라서 공항근처 숙소를 찾던중 이곳을 선택하게 됐어요. 365?버스 타고 몇정거장 가니 금방 도착해서 염려스러운 마음으로 숙소를 들어갔는데 염려한것보다 잘 준비되어 있어서 좋았엉.']
192,호텔 컬리넌 제주 (Hotel Cullinan Jeju),10.0,hyeyeon (대한민국),나홀로 여행객,"스탠다드룸 (트윈베드, 금연)",2019년 11월 | 1박,좋아요,['공항 근처고 넓은 욕조라서 마지막날 피로 풀려고 예약했어요 우진해장국도 근처에 있어서 좋았는데 조명이 조금 어두웠어요 혼자 갔는데 침대 두개라서 편했어요']
193,호텔 컬리넌 제주 (Hotel Cullinan Jeju),10.0,Seungju (대한민국),그룹 여행객,스탠다드 패밀리 트윈룸 (금연),2020년 1월 | 1박,가격 대비 아주 굿,['위치도 신제주 중심. 공항에서 15분 가량 걸리는 위치네요. 사실 가격이 저렴해서 만족하지 않은 부분이 없습니다^^ 좋네요.']
194,호텔 컬리넌 제주 (Hotel Cullinan Jeju),10.0,YOUNGJAE (대한민국),커플/2인 여행객,로얄 스위트 (금연),2018년 12월 | 3박,만족합니당!!!!,['전반적으로 만족했어요 동네도 조용하구...ㅋㅋㅋ 주차 대수가 많지 않아서 밖에다 댔지만 발렛 해주시는 분들이 잘 해주셨어요']
195,호텔 컬리넌 제주 (Hotel Cullinan Jeju),10.0,HYUNGJU,커플/2인 여행객,"스탠다드룸 (더블베드, 금연)",2019년 12월 | 1박,가성비 시설 참 좋네요.,"['11층에 묵었는데, 욕조도 있었고, 바닥난방에 침대도 상태 좋았고, 무엇보다 주변에 쇼핑 식사하기가 편했네요.']"
196,호텔 컬리넌 제주 (Hotel Cullinan Jeju),10.0,HYUNGJU (대한민국),커플/2인 여행객,"스탠다드룸 (더블베드, 금연)",2020년 11월 | 2박,"위치 좋고, 조용하고 깨끗해요.","['바로 옆에 마트도 있어서 필요한거 바로 구할수 있고, 식당이나 주점도 많아서 심심하지 않네요.']"
197,호텔 컬리넌 제주 (Hotel Cullinan Jeju),10.0,경 (대한민국),나홀로 여행객,"스탠다드룸 (트윈베드, 금연)",2020년 1월 | 1박,완전추천! 재방문100%,['오는정김밥집이랑 1분거리 개이득!! 숙소깔끔하고 좋았어요 친구랑 둘이서 트윈으로 묵었는데 꿀잠잤습니다.굳굳']
198,호텔 컬리넌 제주 (Hotel Cullinan Jeju),10.0,Juhyung (대한민국),출장 여행객,"스탠다드룸 (트윈베드, 금연)",2021년 4월 | 1박,가성비 갑,['호텔 브랜드 밸류에 비해 가격 저렴합니다. 깨끗하고 정돈이 잘된 호텔이나 방이 다소 좁은 느낌이 조금 있어요...']
199,호텔 컬리넌 제주 (Hotel Cullinan Jeju),10.0,hyeree (대한민국),청소년 동반 가족 여행객,로얄 스위트 (금연),2020년 7월 | 1박,좋아서 두번째 방문,['가격대비 너무 굳굳!!!!! 테라스잇는 방으로 업그레이드 해주셔서 감사합니다 다음에 또 방문할게욥']
200,호텔 컬리넌 제주 (Hotel Cullinan Jeju),10.0,SEONHYE (대한민국),청소년 동반 가족 여행객,로얄 스위트 (금연),2020년 1월 | 1박,3성급 호텔에서 저렴하고 고급지게 잘 지내다가 왔습니다.,['3성급 호텔에서 저렴하고 고급지게 잘 지내다가 왔습니다.']
201,호텔 컬리넌 제주 (Hotel Cullinan Jeju),10.0,경 (대한민국),나홀로 여행객,"스탠다드룸 (더블베드, 금연)",2020년 4월 | 1박,제주 갈 때마다 이용!,['항상 돌아가기전날 숙소로 이용하고 있어요 가격도 착하고 깨끗하고 항상 꿀잠자고 갑니당 최고!']
202,호텔 컬리넌 제주 (Hotel Cullinan Jeju),10.0,HYUNGJU (대한민국),청소년 동반 가족 여행객,로얄 스위트 (금연),2020년 2월 | 2박,위치 가성비 아주 좋습니다. ,"['숙소 한블럭 옆에 마트도 있어 필요한것 구입하기 좋고, 동선도 참 편하고 좋네요']"
203,호텔 컬리넌 제주 (Hotel Cullinan Jeju),10.0,SYARON (대한민국),나홀로 여행객,로얄 스위트 (금연),2019년 9월 | 1박,나쁘지않아요~,['4명 숙박가능호텔 찾다가 갔는데~4명이 하루 쓰는 나쁘지않았어요! 다만 조명이 조금어두운정도?']
